Nome: PORTO ALEGRE- BELEM NOVO
Codigo Estacao: B807
Latitude: -30.1861111
Longitude: -51.17805554
Altitude: 3.3
Situacao: Operante
Data Inicial: 2022-12-07
Data Final: 2024-04-09
Periodicidade da Medicao: Horaria

Data Medicao;Hora Medicao;PRECIPITACAO TOTAL, HORARIO(mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA(mB);PRESSAO ATMOSFERICA REDUZIDA NIVEL DO MAR, AUT(mB);PRESSAO ATMOSFERICA MAX.NA HORA ANT. (AUT)(mB);PRESSAO ATMOSFERICA MIN. NA HORA ANT. (AUT)(mB);RADIACAO GLOBAL(Kj/m²);TEMPERATURA DA CPU DA ESTACAO(°C);TEMPERATURA DO AR - BULBO SECO, HORARIA(°C);TEMPERATURA DO PONTO DE ORVALHO(°C);TEMPERATURA MAXIMA NA HORA ANT. (AUT)(°C);TEMPERATURA MINIMA NA HORA ANT. (AUT)(°C);TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT)(°C);TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT)(°C);TENSAO DA BATERIA DA ESTACAO(V);UMIDADE REL. MAX. NA HORA ANT. (AUT)(%);UMIDADE REL. MIN. NA HORA ANT. (AUT)(%);UMIDADE RELATIVA DO AR, HORARIA(%);VENTO, DIRECAO HORARIA (gr)(° (gr));VENTO, RAJADA MAXIMA(m/s);VENTO, VELOCIDADE HORARIA(m/s);
2022-12-23;1200;0;1013,9;1014,45621;1014,1;1013,9;2259,606;25;26;16,3;26;23,7;17,1;15,9;14,2;65;55;55;130;4,1;1,1;
2022-12-23;1300;0;1013,4;1013,955193;1013,9;1013,4;2969,492;27;26,4;16,9;26,4;25,3;17;15,7;14,2;58;54;56;208;4,3;2,5;
2022-12-23;1400;0;1013,1;1013,654843;1013,4;1013,1;3485,416;28;26,5;16,4;27,4;26,1;17,7;15,8;14,2;57;52;54;224;5,6;2,7;
2022-12-23;1500;0;1012,7;1013,252963;1013,1;1012,7;3797,063;29;27,4;17,4;27,9;26;18;16,2;14,2;58;53;54;254;6,7;3,7;
2022-12-23;1600;0;1011,9;1012,450693;1012,7;1011,9;3745,15;30;28,4;18,2;29,1;27,3;19,2;17,3;14,2;57;53;54;204;7,1;4,5;
2022-12-23;1700;0;1011;1011,546217;1011,9;1010,9;3613,254;32;30,6;16,8;32,1;28,4;19,6;15,1;14,2;55;37;43;85;7,3;4;
2022-12-23;1800;0;1010,8;1011,34557;1011;1010,7;3450,705;33;30,9;16,2;32,1;30,7;17,9;16;14,2;44;40;41;76;9,8;5,8;
2022-12-23;1900;0;1010,1;1010,645731;1010,8;1010;2849,688;33;30,6;16,3;31,4;29,9;16,7;15,3;14,2;43;39;42;89;10,9;5,6;
2022-12-23;2000;0;1009,6;1010,149989;1010,1;1009,5;2117,459;32;28,1;16,3;30,8;28,1;17,2;15,8;13,6;49;41;49;77;9,8;6,6;
2022-12-23;2100;0;1009,3;1009,852578;1009,7;1009,3;1307,63;30;26,6;17,7;28,4;26,5;17,7;16,6;13,3;58;49;58;66;11;4,5;
2022-12-23;2200;0;1009,9;1010,457558;1009,9;1009,3;501,8;28;24,1;17,4;26,6;24,1;17,7;17,2;13;66;57;66;73;9,9;4,3;
2022-12-23;2300;0;1010,4;1010,960664;1010,4;1009,9;17,815;25;22,6;17,3;24,1;22,6;17,5;17,3;12,6;72;66;72;72;9,6;3,9;
2022-12-24;0000;0;1010,7;1011,26159;1010,7;1010,3;0;24;22,2;17,3;22,6;22,2;17,4;17,2;12,5;74;72;74;56;8,6;3,1;
2022-12-24;0100;0;1010,8;1011,362598;1010,9;1010,7;0;23;21,7;17,3;22,3;21,6;17,3;17,1;12,5;76;73;76;74;6,9;1,9;
2022-12-24;0200;0;1011,1;1011,665451;1011,1;1010,7;0;22;20,3;17,1;21,8;20,3;17,4;17;12,5;82;76;82;309;3,9;,7;
2022-12-24;0300;0;1010,8;1011,367216;1011,1;1010,8;0;21;19,3;17,2;20,4;18,9;17,6;16,2;12,5;88;82;88;276;1,8;,6;
2022-12-24;0400;0;1010,1;1010,669355;1010,8;1010,1;0;20;18;16,3;19,3;18;17,3;16,2;12,5;91;86;90;272;1,5;,6;
2022-12-24;0500;0;1009,7;1010,266599;1010,1;1009,6;0;19;19,3;17,2;19,5;17,8;17,4;16,1;12,5;92;87;88;5;2,9;,8;
2022-12-24;0600;0;1009,7;1010,269325;1009,8;1009,4;0;19;17,9;16,3;19,4;17,7;17,5;16;12,4;91;86;91;213;3,3;,7;
2022-12-24;0700;0;1010,4;1010,970701;1010,5;1009,7;0;19;17,4;16,3;18,1;17,3;17,1;15,8;12,4;94;90;94;79;1,3;,8;
2022-12-24;0800;0;1011;1011,570254;1011;1010,4;0;18;17,8;16,7;18;17,2;17,2;16,2;12,4;96;93;93;49;2,3;1,1;
2022-12-24;0900;0;1011,5;1012,069948;1011,5;1011;105,947;18;18,1;17,1;18,1;17,1;17,2;16,1;12,5;96;93;94;37;2,8;1,5;
2022-12-24;1000;0;1012,1;1012,66294;1012,1;1011,5;635,174;20;21,9;18;21,9;18,1;18,2;17,1;13,1;94;78;79;36;2,8;,8;
2022-12-24;1100;0;1012,2;1012,755649;1012,2;1012;1471,85;23;25,8;15;25,8;21,9;18;14,3;14,2;79;50;51;355;4,8;2,1;
2022-12-24;1200;0;1012,6;1013,153645;1012,7;1012,2;2296,061;26;27;13,8;27,5;25,7;15,1;13,8;14,2;51;44;44;349;4,8;1,9;
2022-12-24;1300;0;1012,3;1012,850911;1012,6;1012,3;2985,946;28;28,4;14;28,9;27;15,4;13,2;14,2;46;40;41;337;6,5;2,5;
2022-12-24;1400;0;1012;1012,547118;1012,3;1012;3512,088;30;30,4;14,3;30,4;28,4;15,1;13,1;14,2;42;35;38;17;6;2,7;
2022-12-24;1500;0;1011,4;1011,945894;1012;1011,4;3822,251;32;30,9;15;32,3;30;15,8;12,2;14,2;40;31;38;273;6;2,3;
2022-12-24;1600;0;1010,9;1011,445624;1011,4;1010,8;3884,395;33;30,9;15,4;32,2;30,5;16;13,7;14,2;40;33;39;210;6,6;3,7;
2022-12-24;1700;0;1011;1011,544603;1011;1010,8;3774,343;34;31,5;14,6;32,1;30,4;16,5;13,9;14,2;42;34;36;152;6,6;3,7;
2022-12-24;1800;0;1010,5;1011,04362;1011;1010,5;3409,431;34;31,9;16,9;32,5;31,3;17,7;14,3;14,2;42;35;41;169;6,5;3,9;
2022-12-24;1900;0;1009,9;1010,444368;1010,6;1009,9;2815,067;34;31,3;19;32,6;31,3;19,3;15,4;14,2;48;36;48;145;6,9;4,7;
2022-12-24;2000;0;1009,7;1010,244977;1009,9;1009,7;1974,489;34;30,9;18;32,2;30,7;19,8;17,5;13,7;50;44;46;111;9,1;4,8;
2022-12-24;2100;0;1009,7;1010,247317;1009,8;1009,5;1090,424;33;29,6;17,6;30,9;29,6;18,2;17,3;13,5;49;45;49;78;8,4;4,1;
2022-12-24;2200;0;1010,2;1010,751048;1010,2;1009,7;479,363;31;27,7;16,7;29,6;27,7;17,3;16,2;13,2;51;47;51;52;8,6;2,9;
2022-12-24;2300;0;1010,6;1011,154585;1010,6;1010,1;26,293;29;25,9;17,6;27,7;25,9;18;16,7;12,6;62;51;60;46;6,1;1,7;
2022-12-25;0000;0;1011,5;1012,056381;1011,5;1010,6;0;27;25,2;17,5;26,1;25;17,6;17;12,6;62;57;62;100;5,8;1,4;
2022-12-25;0100;0;1012,2;1012,762233;1012,2;1011,4;0;26;22,3;17,6;25,5;22,2;17,8;16,6;12,5;75;58;75;147;7,2;2,2;
2022-12-25;0200;0;1012,4;1012,96483;1012,4;1012,1;0;24;21;17,7;22,5;20,6;17,7;17;12,5;82;74;81;217;4,2;,8;
2022-12-25;0300;0;1012,3;1012,866508;1012,5;1012,2;0;22;20,1;17,6;21,6;20;17,8;17;12,5;86;78;85;288;1,7;,4;
2022-12-25;0400;0;1012;1012,569253;1012,3;1012;0;21;18,6;16,6;20,1;18,6;17,7;16,5;12,5;91;85;88;251;1;,3;
2022-12-25;0500;0;1011,6;1012,169223;1012;1011,5;0;20;18,5;16,7;18,8;18;17,4;16,3;12,5;93;88;89;81;2;,8;
2022-12-25;0600;0;1011,2;1011,769779;1011,6;1011,2;0;19;18,1;17,2;18,7;17,9;17,5;16,2;12,4;94;89;94;55;1,5;,6;
2022-12-25;0700;0;1011;1011,569471;1011,5;1011;0;19;18,2;17,1;18,3;17,3;17,2;15,8;12,4;95;90;93;47;2,4;1,4;
2022-12-25;0800;0;1011,5;1012,065482;1011,5;1010,9;0;19;20,4;17,8;20,4;18,2;17,8;17,2;12,4;93;85;85;352;3,7;1;
2022-12-25;0900;0;1012,2;1012,766839;1012,2;1011,5;44,512;20;19,9;18;20,6;19,8;18;17,7;12,5;89;85;89;142;4,2;,6;
2022-12-25;1000;0;1012,6;1013,161505;1012,6;1012,2;464,215;21;22,8;19,7;22,9;19,9;20,6;17,9;13,1;93;83;83;195;4,1;2,8;
2022-12-25;1100;0;1013,5;1014,059545;1013,5;1012,6;1359,057;24;24,1;20,4;24,5;22,5;20,5;19,6;14,2;87;76;80;210;5,7;4;
2022-12-25;1200;0;1013,7;1014,256845;1013,9;1013,5;2052,211;26;25,6;19,8;25,6;23,7;20,8;19,3;14,2;81;70;70;210;7,3;3,9;
2022-12-25;1300;0;1013,4;1013,953898;1013,8;1013,4;2763,287;27;27,1;20,7;27,1;25,2;20,8;19;14,2;72;65;68;188;8;3,5;
2022-12-25;1400;0;1013,2;1013,752133;1013,4;1013,2;3074,386;29;28;20,9;28,2;26,5;20,9;19,5;14,2;68;62;66;201;7,2;4,4;
2022-12-25;1500;0;1013,1;1013,654103;1013,3;1013;3614,592;29;26,9;20,6;28,1;26,5;21,3;20;14,2;71;64;68;168;7,8;5,1;
2022-12-25;1600;0;1012,9;1013,453994;1013,1;1012,9;3499,686;30;26,9;20,3;27,9;26,3;21,3;20;14,2;70;64;67;163;8,7;5,2;
2022-12-25;1700;0;1012,6;1013,15383;1013;1012,6;3000,088;29;26,9;20;27,9;26;20,8;19,6;14,2;70;64;66;157;10,3;5,2;
2022-12-25;1800;0;1012,5;1013,056186;1012,7;1012,4;1628,726;29;25,6;19,7;27,4;25,4;20,7;19,6;14,2;72;65;70;163;12,1;6,4;
2022-12-25;1900;0;1011,9;1012,457911;1012,6;1011,8;987,767;27;24,5;20,1;25,8;24,4;20,3;19,3;13,8;77;70;77;184;11,3;6;
2022-12-25;2000;0;1012,1;1012,658396;1012,1;1011,6;456,97;26;24,3;19,9;24,8;23,9;20,4;19,6;13,8;80;76;76;172;9,7;4,7;
2022-12-25;2100;0;1011,8;1012,357856;1012,2;1011,5;606,449;26;24,5;20,3;24,6;24;20,7;19,9;13,8;81;76;78;175;9;4,8;
2022-12-25;2200;0;1012,4;1012,95875;1012,4;1011,8;475,271;26;24,2;20;24,7;24,2;20,7;19,6;13,3;79;75;77;156;8,2;3,3;
2022-12-25;2300;0;1012,3;1012,859824;1012,6;1012,2;19,151;25;23,6;20,7;24,2;23,6;20,7;19,9;12,5;84;77;84;151;6,3;3,7;
2022-12-26;0000;0;1012,9;1013,461102;1012,9;1012,3;0;25;23,1;20,7;23,6;23;20,9;20,6;12,5;87;84;86;217;5,8;1,5;
2022-12-26;0100;0;1013,3;1013,861324;1013,3;1012,9;0;24;23,1;21;23,2;22,9;21,2;20,6;12,5;89;86;88;219;5,6;3,6;
2022-12-26;0200;0;1013,4;1013,961948;1013,4;1013,2;0;24;22,8;20,8;23,1;22,8;21;20,8;12,5;89;88;89;206;5,8;3,4;
2022-12-26;0300;0;1013;1013,562296;1013,4;1013;0;24;22,5;20,7;22,8;22,5;20,9;20,7;12,5;91;89;90;204;6,1;3,6;
2022-12-26;0400;0;1013,3;1013,862844;1013,4;1012,9;0;23;22,3;20,3;22,5;22,3;20,8;20,3;12,5;90;88;88;222;8,4;5,1;
2022-12-26;0500;0;1012,7;1013,263082;1013,3;1012,7;0;23;22;19,9;22,3;22;20,3;19,8;12,5;89;87;88;204;7,5;3,5;
2022-12-26;0600;0;1012,4;1012,96368;1012,7;1012,4;0;23;21,6;19,7;22;21,5;19,9;19,7;12,5;90;88;89;207;6,5;4,3;
2022-12-26;0700;0;1012,2;1012,763951;1012,4;1012,2;0;22;21,4;19,4;21,6;21,4;19,7;19,4;12,4;90;88;88;199;7,5;4;
2022-12-26;0800;0;1012,9;1013,464533;1012,9;1012,2;0;22;21,3;19,2;21,4;21,3;19,5;19,2;12,4;90;88;88;214;7,1;3,8;
2022-12-26;0900;0;1013,6;1014,164923;1013,6;1012,9;20,86;22;21,3;18,9;21,3;21,3;19,3;18,9;12,4;88;86;86;213;7,6;4;
2022-12-26;1000;0;1014;1014,564571;1014;1013,6;137,413;22;21,6;19,2;21,6;21,3;19,2;18,7;12,7;86;85;86;206;6,8;3;
2022-12-26;1100;0;1014,3;1014,864546;1014,3;1014;208,273;22;21,7;18,9;21,7;21,5;19,2;18,7;12,9;86;84;84;191;7,9;3,4;
2022-12-26;1200;0;1014,5;1015,065041;1014,5;1014,1;342,683;23;21,5;19,2;22,1;21,5;19,3;18,8;12,9;87;83;87;187;6,6;3,6;
2022-12-26;1300;3,8;1014,3;1014,866275;1014,6;1014,3;303,623;22;20,8;19,9;21,5;20,4;19,9;19,2;13,1;95;87;94;167;6,1;3,1;
2022-12-26;1400;0;1014;1014,563042;1014,3;1013,9;1760,913;23;22,4;19,4;22,6;20,7;20,6;19,1;14,3;94;82;83;160;8,3;5;
2022-12-26;1500;0;1013,9;1014,462796;1014,1;1013,9;1063,687;23;22,5;18,2;22,6;22;19,3;18;14;84;77;77;170;8,2;3,5;
2022-12-26;1600;0;1013,6;1014,16301;1013,9;1013,6;834,418;24;22,3;17,8;23;22;18,9;17,5;14,1;79;74;76;174;7,3;3,7;
2022-12-26;1700;0;1013,5;1014,062764;1013,6;1013,4;600,853;24;22,4;15,3;22,6;22,1;17,8;15,3;13,9;76;64;64;169;7,3;4,1;
2022-12-26;1800;0;1013,2;1013,762979;1013,5;1013,2;560,764;24;22,2;15,8;22,7;22,1;16,1;15,4;13,7;68;64;67;173;7,2;3,6;
2022-12-26;1900;0;1012,8;1013,362185;1013,2;1012,7;511,184;24;22,5;15,8;22,6;22,2;16;15,3;13,8;67;64;66;148;7,6;3,6;
2022-12-26;2000;0;1012,1;1012,662749;1012,8;1011,8;396,969;24;22;14,8;22,5;22;15,8;14,7;13,6;67;63;64;159;7,9;3,7;
2022-12-26;2100;0;1012,2;1012,763377;1012,3;1011,9;346,924;23;21,7;14,5;22,1;21,7;15,2;14,2;13,5;66;62;64;143;7,7;3,6;
2022-12-26;2200;0;1012,4;1012,964254;1012,4;1012,2;81,873;23;21,3;14,6;21,7;21,2;14,8;14,3;12,7;66;63;66;132;6,8;3;
2022-12-26;2300;0;1012,9;1013,465109;1012,9;1012,4;3,856;22;21;14,6;21,3;21;14,9;14,1;12,5;68;64;67;108;6,2;2,4;
2022-12-27;0000;0;1013,1;1013,666183;1013,2;1012,8;0;22;20,5;14,9;21;20,5;14,9;14,5;12,5;70;67;70;87;4,2;1,5;
2022-12-27;0100;0;1013,4;1013,967124;1013,4;1013,1;0;21;20,1;15;20,5;20,1;15,2;14,8;12,5;73;70;72;104;2,4;1,6;
2022-12-27;0200;0;1013,4;1013,967704;1013,6;1013,4;0;21;19,8;15,1;20,2;19,7;15,3;14,9;12,5;75;72;75;107;2,8;1,5;
2022-12-27;0300;0;1013;1013,56923;1013,4;1013;0;20;18,9;15,2;19,8;18,8;15,9;15;12,5;83;74;79;62;2,1;,9;
2022-12-27;0400;0;1012,7;1013,273184;1013;1012,7;0;19;16,8;15,3;18,9;16,8;15,8;15,1;12,5;91;79;91;50;1,4;,2;
2022-12-27;0500;0;1012,2;1012,772308;1012,7;1012,2;0;18;17,1;15,6;17,1;16,3;15,7;14,9;12,5;93;90;91;27;1;,5;
2022-12-27;0600;0;1012,5;1013,072478;1012,5;1012,2;0;18;17,1;15,2;17,6;17,1;15,6;15,1;12,4;91;86;88;341;1,6;,4;
2022-12-27;0700;0;1012,3;1012,872957;1012,5;1012,2;0;18;16,8;15,3;17,2;16,8;15,8;15,1;12,4;92;88;91;84;1;,5;
2022-12-27;0800;0;1012,4;1012,9746;1012,4;1012,2;0;17;16;15,1;16,8;15,8;15,3;14,9;12,4;95;91;94;26;1,1;,5;
2022-12-27;0900;0;1012,9;1013,473891;1012,9;1012,4;92,162;17;16,5;15,4;16,5;15,7;15,4;14,8;12,5;95;93;94;249;1;,3;
2022-12-27;1000;0;1013,1;1013,666956;1013,1;1012,9;694,99;18;20,1;15,2;20,1;16,5;16,4;15;13,2;94;73;73;85;2,1;1,5;
2022-12-27;1100;0;1013,6;1014,162439;1013,7;1013,1;1395,61;21;22,6;15,5;22,6;20,2;16,2;14,7;14;74;63;65;125;4;2,4;
2022-12-27;1200;0;1013,5;1014,059922;1013,9;1013,5;2206,212;23;23,9;15,4;24;22,4;15,8;14,4;14,3;65;56;59;129;5,5;2,7;
2022-12-27;1300;0;1013,2;1013,759945;1013,6;1013,2;2344,24;25;23,8;14,6;24,5;23;15,8;14,5;14,3;61;55;56;140;6,5;3,7;
2022-12-27;1400;0;1013;1013,556647;1013,2;1012,8;3285,484;26;25,5;12,8;26,3;23,8;15,4;12,2;14,3;58;43;45;122;8;4,2;
2022-12-27;1500;0;1012,8;1013,354679;1013;1012,6;3465,9;28;26,5;12,1;26,8;25,3;13,3;10,9;14,3;46;39;41;147;8,6;4,1;
2022-12-27;1600;0;1011,9;1012,455298;1012,8;1011,9;3178,352;28;25,9;11,5;27;25,7;13,3;11,2;14,3;45;40;41;150;8,5;5,1;
2022-12-27;1700;0;1011,3;1011,855155;1012;1011,3;2957,24;28;25,8;14,2;26,6;25,6;14,9;11,4;14,3;50;40;49;156;8,8;4,9;
2022-12-27;1800;0;1011,4;1011,954653;1011,4;1011,2;2051,777;28;26,1;14,5;26,6;25,4;14,9;13,3;14,3;51;46;49;137;8,9;4,3;
2022-12-27;1900;0;1011,1;1011,655231;1011,5;1011;1563,031;28;25,7;14,5;26,4;25,5;14,8;14;14,3;50;47;50;101;8,4;5,5;
2022-12-27;2000;0;1011,1;1011,656534;1011,1;1010,9;1099,744;27;25;14,1;25,8;24,9;14,5;13,3;13,8;51;47;51;113;8,2;4,8;
2022-12-27;2100;0;1010,9;1011,458674;1011,1;1010,6;491,291;26;23,8;14,8;25;23,8;14,9;14;13,4;57;51;57;123;8;3,4;
2022-12-27;2200;0;1012;1012,560793;1012;1010,7;101,746;25;23;16;23,8;23;16;14,9;12,8;65;57;65;108;7,3;3,2;
2022-12-27;2300;0;1012,5;1013,062399;1012,5;1012;6,17;24;22,3;16;23;22,3;16,2;16;12,5;68;65;68;98;7,4;3;
2022-12-28;0000;0;1011,8;1012,364303;1012,5;1011,8;0;23;21,1;16,8;22,3;21,1;16,8;16;12,5;76;67;76;83;5,1;2,4;
2022-12-28;0100;,2;1010,8;1011,364705;1011,8;1010,8;0;22;20,6;17,5;21,1;20,4;17,6;16,7;12,5;84;76;82;89;5,5;3,1;
2022-12-28;0200;,2;1010,7;1011,265034;1011,1;1010,7;0;22;20,4;18,1;20,7;20,4;18,1;17,5;12,5;87;82;87;46;5,7;1,8;
2022-12-28;0300;,2;1010,4;1010,965638;1010,7;1010,3;0;21;20;18,6;20,4;20;18,6;18,1;12,5;92;87;91;28;4,1;,8;
2022-12-28;0400;6,6;1009,7;1010,265825;1010,4;1009,7;0;21;19,7;19;20,1;19,7;19;18,6;12,5;96;91;96;51;2,2;,4;
2022-12-28;0500;3,2;1007,8;1008,364567;1009,7;1007,3;,001;21;19,8;19;19,8;19,5;19;18,9;12,5;96;95;95;92;9;1;
2022-12-28;0600;0;1006,6;1007,164088;1008;1006,6;0;20;19,7;18,8;19,9;19,6;19;18,4;12,4;95;93;94;100;3,1;1,3;
2022-12-28;0700;0;1006,3;1006,864112;1006,8;1006,2;0;20;19,6;18,7;19,7;19,5;18,8;18,6;12,4;95;94;95;59;4,4;1,1;
2022-12-28;0800;0;1005,2;1005,763303;1006,3;1005,2;0;20;19,7;18,9;19,7;19,6;18,9;18,8;12,4;96;95;95;31;3,6;2,1;
2022-12-28;0900;,4;1006,6;1007,163703;1006,6;1005,2;11,506;20;19,9;19,2;19,9;19,6;19,2;18,8;12,4;96;95;96;309;3,6;1,5;
2022-12-28;1000;2;1007,7;1008,270354;1008;1006,6;29,081;19;16,8;15,8;20,1;16,8;19,2;15,7;12,4;96;90;93;217;12,3;6,7;
2022-12-28;1100;4;1008,2;1008,767699;1009,3;1007,7;580,527;18;18,3;16,6;18,3;16,5;17,1;15,6;13,4;95;90;90;213;12,7;5;
2022-12-28;1200;0;1008,5;1009,065926;1008,5;1008,2;1324,925;20;19,3;16,7;19,4;18,3;17,4;16,3;14,2;92;85;85;221;8,8;5,4;
2022-12-28;1300;0;1009;1009,56524;1009;1008,5;1211,109;21;19,8;16,8;20,7;19,2;17,7;16,4;13,7;87;79;83;223;9,2;5,4;
2022-12-28;1400;0;1009,3;1009,864059;1009,3;1008,9;640,392;21;20,5;15,9;20,6;19,8;17,2;15,7;14;83;74;75;220;9,2;5,6;
2022-12-28;1500;0;1010;1010,563874;1010;1009,3;743,789;22;20,8;15,6;21,2;20,5;16,4;15,4;13,8;76;71;72;226;10;5,6;
2022-12-28;1600;0;1009,7;1010,258763;1010,1;1009,7;2958,362;23;23,4;15,7;24,2;20,8;17,2;15,4;14,3;74;60;62;230;10;4,7;
2022-12-28;1700;0;1009,5;1010,0564;1009,7;1009,3;3723,593;25;24,6;15,9;25,2;23;16,8;15,1;14,3;66;56;58;224;8,1;5,3;
2022-12-28;1800;0;1009,3;1009,85629;1009,6;1009,2;3416,552;27;24,6;16,3;25,4;24,3;16,9;15;14,3;63;56;60;190;8,1;2,3;
2022-12-28;1900;0;1008,8;1009,355082;1009,3;1008,8;2920,918;27;25,1;16,1;25,5;24,4;17,5;15,5;14,3;64;57;58;154;5,5;2,1;
2022-12-28;2000;0;1008,1;1008,654325;1008,8;1008,1;2180,94;28;25,3;16,8;25,5;24,6;17,3;15,8;13,8;61;57;59;120;4,3;1,6;
2022-12-28;2100;0;1007,5;1008,054925;1008,1;1007,5;1332,106;28;24,8;16,8;25,7;24,7;17,3;16,1;13,5;63;57;61;126;4;2,5;
2022-12-28;2200;0;1007,4;1007,956739;1007,6;1007,4;523,741;27;23,8;16,3;24,7;23,8;17;16,3;13,1;64;61;63;113;4,5;1,6;
2022-12-28;2300;0;1008;1008,562758;1008;1007,4;26,343;25;20,8;17,8;23,9;20,8;17,9;16,3;12,5;83;63;83;83;2;,4;
2022-12-29;0000;0;1008,7;1009,264108;1008,7;1008;0;22;20,3;17,6;20,9;19,9;18;17,5;12,5;87;82;84;25;3,5;1,7;
2022-12-29;0100;0;1009,2;1009,764388;1009,2;1008,7;0;21;20,3;16;21;20,3;17,4;15,9;12,5;84;76;76;27;4,2;1,9;
2022-12-29;0200;0;1009,4;1009,965078;1009,6;1009,1;0;21;20;15,7;20,3;19,8;16;15,7;12,5;78;76;76;34;4,8;2,4;
2022-12-29;0300;0;1009,4;1009,96585;1009,5;1009,4;0;21;19,6;15,6;20;19,6;15,7;15,6;12,5;78;76;77;24;4,8;1,6;
2022-12-29;0400;0;1009,2;1009,764966;1009,5;1009,1;0;20;20;15,7;20;19,5;15,7;15,5;12,5;79;76;76;29;4,3;1,7;
2022-12-29;0500;0;1008,6;1009,164823;1009,3;1008,6;0;20;19,9;15,8;20,1;18,7;16,4;15,4;12,5;85;75;77;26;3,3;1,4;
2022-12-29;0600;0;1008,3;1008,864077;1008,7;1008,2;0;20;20,2;15,5;20,2;19,2;16,5;15,3;12,5;84;74;75;13;3;,8;
2022-12-29;0700;0;1008,4;1008,966063;1008,4;1008,2;0;20;19,2;15,6;20,6;19;15,8;15,2;12,4;82;72;80;15;2,6;,8;
2022-12-29;0800;0;1008,7;1009,263916;1008,8;1008,4;0;20;20,4;15,7;20,7;19;15,8;15,4;12,4;81;73;75;297;5,2;1,9;
2022-12-29;0900;0;1010;1010,564643;1010;1008,7;44,041;20;20,4;16,3;20,7;20,1;16,3;15,6;12,5;77;74;77;286;5,1;1,4;
2022-12-29;1000;0;1011,5;1012,06337;1011,5;1010;567,396;21;21,5;17;22,2;20,3;17,4;16,3;13,1;79;74;76;209;5,4;3,2;
2022-12-29;1100;0;1012,7;1013,263464;1012,7;1011,5;912,069;22;21,8;18;22,1;20,9;18,4;16,9;13,4;83;75;79;201;8,2;4,3;
2022-12-29;1200;0;1013,3;1013,862273;1013,3;1012,6;1983,464;23;22,6;17,6;23,2;21,4;19,1;17,6;14,3;81;73;74;221;8,8;3,7;
2022-12-29;1300;0;1013,8;1014,36236;1013,9;1013,3;2279,998;25;22,7;17;24;22,6;18,8;17;14,2;75;69;70;221;9,3;5,1;
2022-12-29;1400;0;1013,9;1014,459013;1013,9;1013,7;3563,668;26;24,5;16,5;25,1;22,6;18,3;16,4;14,3;72;61;61;198;8,6;4,5;
2022-12-29;1500;0;1013,7;1014,257218;1014;1013,7;4037,245;27;25,4;15;25,8;24,2;18;15;14,3;66;53;53;212;7,1;2,7;
2022-12-29;1600;0;1013,7;1014,255728;1013,8;1013,7;4019,522;28;26,2;13;26,9;25,1;16,5;12,7;14,3;57;43;44;161;7,4;2,9;
2022-12-29;1700;0;1013,4;1013,954083;1013,7;1013,3;3833,114;29;27;14,7;27,4;25,9;15,3;12,5;14,3;50;42;47;116;8;4,9;
2022-12-29;1800;0;1013,3;1013,855323;1013,5;1013,2;3482,082;29;26,3;10,6;27,4;26,1;15,2;10,6;14,3;49;37;37;135;8;4,3;
2022-12-29;1900;0;1013;1013,55646;1013,4;1012,9;2898,78;29;25,6;11,5;26,7;25,5;12,7;9,6;14,3;44;35;41;148;8,7;5,2;
2022-12-29;2000;0;1012,7;1013,257602;1013;1012,7;2203,516;28;24,9;11,7;26,1;24,8;13,7;10,8;13,8;49;41;44;147;8,6;4,8;
2022-12-29;2100;0;1012,9;1013,458087;1012,9;1012,6;1315,313;27;24,7;13,7;25,3;24,6;14,3;10,9;13,5;52;41;51;138;7,8;3,7;
2022-12-29;2200;0;1013,2;1013,761458;1013,2;1012,9;500,069;26;23;14,9;24,8;23;15,3;13,9;13,1;60;51;60;126;8,1;3,9;
2022-12-29;2300;0;1014;1014,56553;1014;1013,2;32,811;24;21,1;14;23;21;14,8;14;12,5;65;60;64;100;6,8;3,8;
2022-12-30;0000;0;1014,7;1015,267464;1014,7;1014;0;22;20,3;13;21,1;20,2;14;13;12,5;66;63;63;113;6,5;3,4;
2022-12-30;0100;0;1015,3;1015,871305;1015,3;1014,7;0;21;18,5;13,5;20,3;18,5;13,7;13;12,5;73;63;73;91;6,5;1,2;
2022-12-30;0200;0;1015,6;1016,171278;1015,6;1015,3;0;20;18,6;12,2;18,7;18,2;13,5;12,2;12,5;74;67;67;74;3,2;1,5;
2022-12-30;0300;0;1015,4;1015,972933;1015,6;1015,4;0;19;17,7;13,1;18,9;17,7;13,1;12,1;12,5;74;65;74;36;4,9;1,3;
2022-12-30;0400;0;1014,9;1015,475223;1015,4;1014,9;0;18;16,4;13,3;17,9;16,3;13,5;13;12,5;83;74;82;91;2,7;,2;
2022-12-30;0500;0;1014,3;1014,874089;1014,9;1014,3;0;17;16,8;13,5;17;15,9;13,8;13;12,5;84;79;81;16;2,5;1;
2022-12-30;0600;0;1014;1014,574514;1014,3;1014;0;17;16,5;13,6;17,1;16,3;13,6;13,1;12,4;84;79;83;27;2,5;,9;
2022-12-30;0700;0;1013,9;1014,477048;1014;1013,8;0;16;15,2;13,2;16,6;15,1;13,6;12,7;12,4;89;80;88;22;2,3;,4;
